Title,Author,ISBN Valid,Publisher,Subjects,i,Publication_Date,Category
Tenir parole : responsabilités des métiers de la transmission /,"Cifali, Mireille 1946-....",9782130825388,PUF,Psychologie de l'éducation; Philosophie du langage; Psycholinguistique; Relations humaines,5746,2020,Education; Linguistics; Philosophy; Psychology
S'engager pour accompagner : valeurs des métiers de la formation /,"Cifali, Mireille 1946-....",9782130810360,PUF,Psychologie de l'éducation; Enseignants;Psychologie; Enseignants;Formation,5747,2018,Education; Psychology
L'Homme le plus flippé du monde /,"Grosjean, Théo 1995-",9782413039372,Delcourt,Anxiety; Anxiety Disorders; Personal Narrative; Graphic Novel; Bandes dessinées,5748,2021,Comics
Bagarre érotique : récits d'une travailleuse du sexe /,Klou,9782380821741,Éditions Anne Carrière,Bandes dessinées; Travailleurs du sexe; Prostituées; Sexualité féminine,5749,2022,Comics
Un bébé si je peux /,"Dubois, Marie",9782380352689,Massot,"Infertility, Female; Stérilité; Graphic Novel; Bandes dessinées",5750,2021,Comics
Mon adolescence trans /,Fumettibrutti 1991-....,9782380352580,Massot Editions,Transidentité;Chez l'adolescent; Bandes dessinées,5751,2022,Comics
"Sea, sexisme and sun : chroniques du sexisme ordinaire /","Spaak, Marine",9782412046692,First,Sexisme; Bandes dessinées,5752,2019,Comics
Transitions : journal d'Anne Marbot /,"Durand, Elodie",9782413024316,Delcourt,Transsexualism; Transidentité; Transgenres; Identité sexuelle; Graphic Novel; Personal Narrative; Récits personnels; Bandes dessinées documentaires,5753,2021,Comics
Le loup en [slip] passe un froc /,"Lupano, Wilfrid",9782505083375,Dargaud Benelux,Loup; Animaux des forêts; Bandes dessinées,5754,2020,Comics
Les gratitudes : roman /,"Vigan, Delphine de, 1966-",9782709663960,JC Lattès,,5755,2019,Gratitude
"Inachevée, vivante /","Poget, Pierrine",9782889601318,Editions La Baconnière,,5756,2024,
Chimie : préparation au bac et à la maturité /,"Rebstein, Martine",9782889151332,Presses polytechniques et universitaires romandes,Chimie; Manuels d'enseignement,5757,2015,Chemistry; Education
L'harmonie : traité /,"Paşcanu, Alexandru, 1920-1989",,Flash and Go; Dlignes,Harmonie (musique),5758,1927,Music
Le monde de Miyazaki /,"Napier, Susan",9782364810242,Éditions IMHO,"Miyazaki, Hayao;Critique et interprétation; Miyazaki, Hayao;Cinéma; Films d'animation;Japon",5759,2020,Cinéma; Critique; Films; Miyazaki
Atlas des saveurs : 1500 accords créatifs et des recettes inspirantes /,"Haumont, Raphaël",9782100834167,Dunod,Cuisine (fruits); Cuisine (légumes); Saveur;Chimie,5760,2023,Chemistry
"Les écrivains suisses et ""La Nouvelle Revue française"" /",Daniel Maggetti,9782812401053,Garnier,"littérature suisse romande;""La Nouvelle revue française"" (revue littéraire);[études diverses]; écrivain;""La Nouvelle revue française"" (revue littéraire);Suisse romande;[études diverses]",5761,2009,Fiction; Literature
Nelly Sachs - Paul Celan : correspondance /,"Sachs, Nelly",9782701125183,Belin,"Celan, Paul;Sachs, Nelly;[correspondance]",5762,1999,Celan; Correspondance; Sachs
Idées reçues sur la colonisation : la France et le monde : XVI-XXIe siècles /,"Taraud, Christelle 1969-....",9791031805177,Le Cavalier Bleu Éditions,Colonisation;Histoire;France,5763,2022,History
Via Jacobi : sur le chemin suisse de Compostelle /,"Tagnard, Emmanuel",9782889262052,Saint-Augustin,Randonnée pédestre; Pèlerinages; ViaJacobi (Suisse); [Guides touristiques et de visite]; [Récits personnels],5764,2020,Guides; Pèlerinages; Randonnée; Récits; Viajacobi
Une étrange obstination /,"Nora, Pierre",9782072995415,Gallimard,"Nora, Pierre;(1931-....); Autobiographie.",5765,2022,Biography
Via Jacobi /,"Bolliger, Sabine",9782940365227,Rossolis,randonnée pédestre;ViaJacobi (Suisse);[guide]; pèlerinage;randonnée pédestre;Saint-Jacques-de-Compostelle (Espagne);Suisse;[guide],5766,2008,Guide; Pèlerinage; Randonnée; Viajacobi
Isabelle de Montolieu : l'éclat d'une plume /,"Curchod, Marion, collaboratrice de recherche à l'université de Lausanne",9782889681099,Infolio,"Cabinets de lecture;Lausanne (Suisse, VD);18e siècle; Cabinets de lecture;Lausanne (Suisse, VD);19e siècle; Montolieu, Isabelle de; Biographie",5767,2023,Biography
"En bande organisée : Mitterrand, le pacte secret /","Le Fol, Sébastien",9782226473875,Albin Michel,"Mitterrand, François;(1916-1996);Amis et relations; Politique et gouvernement;France;1981-1995.; Mitterrand, François;(1916-1996);Friends and associates.; France;Politics and government;1981-1995.",5768,2023,Politics
De l'inconvénient d'être russe /,"Filippova, Diana",9782226484871,Albin Michel,Russie;Culture; Russes;A l'étranger,5769,2023,Culture; Russes; Russie; Étranger
Une logique de la communication /,"Watzlawick, Paul",9782757839997,Ed du Seuil,Communication;Aspect psychologique; Attitude,5770,2014,Aspect; Attitude; Communication
"L'Arc lémanique à vélo : 25 belles balades : campagne, lac et cours d'eau, montagne, ville /",Claude Marthaler,9783859326590,Werd Verl,"cyclotourisme;Léman (bassin);[guide]; cyclotourisme;Genève (Suisse, région);[guide]; cyclotourisme;Léman (bassin) - Vaud (Suisse);[guide]; Cyclotourisme; Léman (bassin); Léman (bassin) - Vaud (Suisse); Genève (Suisse, région); [Guides touristiques et de visite]",5771,2011,Cyclotourisme; Genève; Guide; Léman
Une vie in progress /,"Obrist, Hans-Ulrich, 1968-",9782021502794,Seuil,"Obrist, Hans Ulrich;1968-....; Autobiographie",5772,2023,Biography
Vivre d'aventures : récit /,"Blanchard, Mathieu auteur d'un mémoire de master en histoire 199.-....",9782080292049,Flammarion,Ultra Trail du Mont Blanc; Ultrafond; Récits personnels,5773,2023,Récits; Ultra; Ultrafond
Quand tout s'effondre : conseils d'une amie pour des temps difficiles /,"Chödrön, Pema",9782710308539,La Table ronde,sérénité;[manuel],5774,1999,Manuel; Sérénité
Génocides : usages et mésusages d'un concept /,"Bruneteau, Bernard",9782271091727,CNRS éditions,Génocide; Histoire,5775,2019,History
"La mer, 5000 ans d'histoire /",André Zysberg,9791037507631,L'Histoire; Les Arènes,Mer;Histoire; Navigation; Explorateurs; Découvertes géographiques; Batailles navales; Guerre maritime (droit international); Opérations navales; Ressources marines; Eau;Mythologie,5776,2022,History; Law
Never /,"Follett, Ken, 1949-",9781529076936,Macmillan,,5777,2021,English; Literature
Les nouveaux chiens de guerre /,"Redouani, Kamal",9782080291707,Arthaud,Sociétés militaires privées;2000-....; Mercenaires;2000-....; Politique militaire;2000-....,5778,2023,Politics
A Short History of the World in 50 Lies /,"Tidd, Natasha",9781789294606,Michael O'Mara Books Limited,,5779,2023,
Les Justes suisses : des actes de courage méconnus au temps de la Shoah /,"Wisard, François",,CICAD,Guerre mondiale (1939-1945);Juifs;Sauvetage;Suisse; Justes des nations pendant la Shoah;Suisse; aide aux victimes;génocide;Juif - protection;guerre mondiale 2;Suisse,5780,2007,Guerre; Juifs; Justes; Sauvetage; Suisse
Histoire de l'Afrique du Sud /,"Fauvelle-Aymar, François-Xavier, 1968-",9782757838051,Seuil,Apartheid; Histoire; Noirs; Afrique du Sud (république),5781,2013,Art; History
Les relations économiques entre la Suisse et l'Afrique du Sud durant l'apartheid (1945-1990) /,"Bott, Sandra",9782940146666,Antipodes,relations économiques internationales;Afrique du Sud (république);Suisse;1945 / 1990; apartheid;politique économique;Suisse;1945 / 1990; Relations économiques extérieures;Afrique du Sud (république);Suisse;1945-1990; Relations économiques extérieures;Suisse;Afrique du Sud (république);1945-1990; Apartheid;Afrique du Sud;Suisse;1945-1990,5782,2005,Art; Politics
La Suisse et l'Afrique du Sud : 1948-1994 : rapport final du PNR 42+ réalisé sur mandat du Conseil fédéral /,"Kreis, Georg, 1943-",9782881825873,Zoé,apartheid;économie; relations économiques;Afrique du Sud (République);Suisse;1948 / 1994; Afrique du Sud (république);Suisse;1948 / 1994,5783,2007,Art; Economics
Idées reçues sur les cryptomonnaies /,"Slim, Assen économiste 1968-....",9791031805993,Le Cavalier bleu éditions,Cryptomonnaie; Bitcoin,5784,2023,Bitcoin; Cryptomonnaie
"Se former en équipe à la lutte contre le harcèlement scolaire : méthode de la préoccupation partagée, formation des ambassadeurs, sensibilisation des élèves /","Bellon, Jean-Pierre",9782710146032,ESF sciences humaines,Violence en milieu scolaire;Prévention; Harcèlement en milieu scolaire;Prévention,5785,2023,Harcèlement; Prévention; Violence
"Siddhartha, années septante /","Rebetez, Camille",9782354190576,Les Enfants rouges,Bandes dessinées,5786,2012,Comics
Lulu fin des années soixante /,"Rebetez, Camille",9782354190538,Les Enfants rouges,Bandes dessinées,5787,2012,Comics
Histoire des femmes en Occident /,"Georges Duby, Pauline Schmitt Pantel, Michelle Perrot",9782262018696,Perrin; Plon,Femmes;Histoire;Occident; Femmes;Histoire; femme;Occident;Antiquité / 20e s.; Occident,5788,2002,History
"Vegan express : en 5, 15, 30 minutes c'est prêt /","Berrué-Pouyet, Aurélie 19..-....",9782383381020,La Plage,Cuisine végétalienne,5789,2023,Cuisine
Italie du sud /,,9782384921362,Lonely Planet,Italie;sud; Guides touristiques et de visite,5790,2023,Guides; Italie
Vernon Subutex : roman /,"Despentes, Virginie",9782246713517,Bernard Grasset,Roman,5791,2015,Fiction
Vernon Subutex : intégrale /,"Despentes, Virginie",9782253259350,Le Livre de poche,,5792,2018,
La poétique de l'espace /,"Bachelard, Gaston",9782130814160,PUF,Espace (philosophie); Philosophie et littérature; Espace;Dans la littérature; Imaginaire (philosophie),5793,2020,Literature; Philosophy
Romans /,"Simenon, Georges, 1903-1989",9782070116744,Gallimard,,5794,2003,
Sur la télévision ; suivi de L'emprise du journalisme /,"Bourdieu, Pierre",9782912107008,Raisons d'agir éd,journalisme;télévision; journalisme;* sciences sociales; communication de masse;télévision,5795,1996,Science; Social Science
Soixante-dix s'efface : journal /,"Jünger, Ernst",9782070701124,Gallimard,"Jünger, Ernst;[document]",5796,1984,Document; Jünger
"Epicure aux enfers : hérésie, athéisme et hédonisme au Moyen Age /","Robert, Aurélien, 1977-",9782213711744,Fayard,Hérésie;Europe;Moyen âge; Christianisme et athéisme;Europe;Moyen âge; Philosophie et religion;Europe;Moyen âge; Épicurisme;Europe;Moyen âge,5797,2021,Philosophy; Religion
Masse et puissance /,"Canetti, Elias, 1905-1994",9782070705078,Gallimard,pouvoir;société de masse,5798,1966,Pouvoir; Société
Romans et nouvelles complets /,"Turgenev, Ivan Sergeevich",9782070109807,Gallimard,,5799,1981,
La voie cruelle /,"Maillart, Ella",9782826510451,Éditions 24 heures,Asie;1939;[récit de voyage],5800,1987,Récit
Romans et récits /,"Kessel, Joseph",9782072850073,Gallimard,,5801,2020,
Les origines du totalitarisme ; Eichmann à Jérusalem /,"Arendt, Hannah 1906-1975",9782070758043,Gallimard,"Eichmann, Adolf - procès; antisémitisme; impérialisme; totalitarisme; génocide;Juif;1939 / 1945",5802,2002,Antisémitisme; Eichmann; Génocide; Impérialisme; Totalitarisme
Les microtransitions à la crèche : comment aménager les moments intermédiaires dans le quotidien /,"Gutknecht, Dorothee",9782606018863,LEP Loisirs et Pédagogie,Garderies; Enfants d'âge préscolaire;Soins; Éducateurs de jeunes enfants; Enfants d'âge préscolaire;Éducation,5803,2021,Education
La face obscure de Rome : [dans le rôle principal Laurent Flutsch]  /,"Lionel Pernet, Catherine May, Thierry Luginbühl",9782889680511,Infolio,"Flutsch, Laurent,;1961-",5804,2022,Flutsch
Vers une éducation au service de la vie /,"Rosenberg, Marshall B.",9782761952330,Éditions de l'Homme,Affectivité en éducation; Relations maître-élève; Communication en éducation.,5805,2019,Education
Les coulisses du cinéma /,"Boardman Allsuch, Adam",9782075136082,Gallimard Jeunesse,Cinéma et histoire; Cinéma;Technique; Ouvrages pour la jeunesse,5806,2019,History
Burn-out : le détecter et le prévenir : êtes-vous en burn-out sans le savoir ? /,"Vasey, Catherine",9782889530434,Éditions Jouvence,Épuisement professionnel;Prévention,5807,2018,Prévention; Épuisement
Anti-stress : la méthode simple pour soigner l'anxiété et la déprime /,"Gourion, David, 1971-",9782501167314,Marabout,Guides pratiques; Stress;Psychologie,5808,2022,Psychology
Le burn out : travailler à perdre la raison /,"Linhart, Danièle",9782803673032,Le Lombard,Épuisement professionnel; [Bandes dessinées],5809,2019,Comics
Hiver : histoire d'une saison /,"Walter, François, 1950-",9782228910224,Payot,Hiver; Écologie humaine; Culture; Individu et société; Représentations sociales; 17e siècle (2e moitié)-20e siècle (1re moitié); Europe,5810,2014,Culture; Hiver; Individu; Représentations; Écologie
Attraper le lapin : roman /,"Bastašić, Lana 1986-....",9782330169534,Gaïa,Roman bosniaque;2000-....; Roman serbe;2000-....,5811,2022,Fiction
Le jour où Vicky Dillon Billon n'a pas bu son bol de lait /,"Seydoux, Véronique 1965-....",9782812623028,Rouergue,,5812,2022,
Nom d'une marmotte ! : les Alpes à déplier /,"Christ, Dina",9783038691327,Bergli; Helvetiq,Animaux des montagnes; Animaux;Alpes (chaîne); Ouvrages pour la jeunesse,5813,2022,Alpes; Animaux; Ouvrages
Pourquoi les femmes font des burn out : le guide féministe pour en finir scientifiquement avec le cycle infernal du stress /,"Nagoski, Emily",9791028520915,Leduc,Stress lié au travail; Gestion du stress; Épuisement professionnel; Femmes;Psychologie; Charge cognitive,5814,2023,Psychology
Prendre soin de l'enfant intérieur : Faire la paix avec soi /,"Thich, Nhat Hanh",9782714453198,Belfond,Réalisation de soi; Moi infantile; Traumatisme psychique; Pleine conscience; Spiritualité; Bouddhisme,5815,2014,Science
"Connaître, aimer et guérir son enfant intérieur : la solution à (presque) tous les problèmes /","Stahl, Stefanie 1963-....",9782702914892,Le Courrier du livre,Moi infantile.; Affirmation de soi.; Moi infantile; Connaissance de soi; Affirmation de soi,5816,2019,Affirmation; Connaissance; Infantile
Remue-ménage : produits ménagers maison /,"Beaupré, Marie 1989-....",9782761953238,Les Éditions de l'Homme,Produits d'entretien; Produits naturels; Guides pratiques,5817,2021,Guides; Produits
Le club des anxieux qui se soignent : comment combattre l'anxiété /,"Fanget, Frédéric",9791037508461,Les Arènes,Anxiety; Anxiety Disorders; Graphic Novel; Anxiété; Psychothérapie; Bandes dessinées,5818,2023,Comics
Flou : une histoire photographique /,Pauline Martin,9791095821588,Photo Elysée; Delpire & Co,Flou (esthétique);Dans l'art; Flou (esthétique);Photographie; Catalogues d'exposition,5819,2023,Art
Dépêchez-vous ! /,"Prigent, Andrée",9782278100620,Didier jeunesse,Animaux;Variations saisonnières; Loup; Animaux; Renards; Belette; Neige; Hiver; Livres d'images; [Livres d'images]; [Fictions]; [Ouvrages pour la jeunesse],5820,2021,Fiction
D'où vient le chocolat de ma tablette ? /,"Harel, Karine",9791027609895,Tourbillon,Chocolat; Ouvrages pour la jeunesse,5821,2021,Chocolat; Ouvrages
Mon chien qui sert à rien !  /,"Roussey, Christine",9791040111290,De la Martinière Jeunesse,Enfants et animaux; Émotions; Chien; Livres d'images; Ouvrages pour la jeunesse,5822,2022,Chien; Enfants; Livres; Ouvrages; Émotions
Tesla à la plage /,"Chevassus-au-Louis, Nicolas",9782100850662,Dunod,"Tesla, Nikola; Énergie.; Électricité.; Ouvrages de vulgarisation.",5823,2023,Lectricite; Nergie; Ouvrages; Tesla
Lucie : demain les animaux /,Wazem,9782940673926,Helvetiq,Voyages dans le temps;Animaux disparus;Bandes dessinées; Bandes dessinées,5824,2023,Comics
Eliot va à l'école /,"Torti, Dominique",9782970136606,Editions Torti,Écoles primaires; Roman pour la jeunesse; Livres (premières lectures),5825,2020,Fiction
L'Arbre de l'année : les arbres les plus extraordinaires d'Europe /,"Riera, Lucas",9782330182090,Hélium,Arbres; Ouvrages pour la jeunesse,5826,2023,Arbres; Ouvrages
