book_id,users_borrowed,dates_borrowed,total_borrows
7124,"6167, 6167, 6167, 6167, 6167, 6167, 6167, 6167, 6167, 5465, 5465, 5465, 6452, 6452, 6452, 6452, 5621, 5621, 4230, 5465, 5465, 5465, 5465, 5465, 5465, 6931, 4230, 4230, 4230, 4230, 4230, 4230, 4230, 4230, 4230, 4230, 5604, 5604, 1602, 1602, 1602, 1602, 1602, 1602, 5830, 5830, 5830, 7532, 7532, 7532, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 7224, 7224, 7316, 7316, 7316, 7316, 7316, 7316, 7316, 7316, 7316, 7316, 7316, 3643, 3643, 3643, 3643, 3643, 3643, 7761, 7761, 7761, 7761, 7761, 7761, 7761, 7761, 7790, 7790, 7761, 7761, 7761, 7761, 7812, 7819, 7819, 7819, 7819, 7819, 7819, 6710, 7819, 7819, 7819","09-01-2023, 09-01-2023, 09-01-2023, 10-01-2023, 10-01-2023, 10-01-2023, 10-01-2023, 10-01-2023, 10-01-2023, 17-01-2023, 17-01-2023, 17-01-2023, 17-01-2023, 17-01-2023, 17-01-2023, 17-01-2023, 28-02-2023, 28-02-2023, 28-02-2023, 20-03-2023, 20-03-2023, 20-03-2023, 20-03-2023, 20-03-2023, 20-03-2023, 03-04-2023, 15-05-2023, 15-05-2023, 30-05-2023, 30-05-2023, 30-05-2023, 02-06-2023, 02-06-2023, 02-06-2023, 02-06-2023, 02-06-2023, 06-09-2023, 06-09-2023, 13-10-2023, 13-10-2023, 13-10-2023, 13-10-2023, 13-10-2023, 13-10-2023, 30-11-2023, 30-11-2023, 30-11-2023, 11-12-2023, 11-12-2023, 11-12-2023, 10-02-2024, 10-02-2024, 10-02-2024, 10-02-2024, 10-02-2024, 10-02-2024, 10-02-2024, 10-02-2024, 10-02-2024, 10-02-2024, 02-04-2024, 02-04-2024, 02-04-2024, 15-04-2024, 15-04-2024, 24-06-2024, 24-06-2024, 24-06-2024, 26-06-2024, 26-06-2024, 26-06-2024, 26-06-2024, 26-06-2024, 26-06-2024, 26-06-2024, 26-06-2024, 21-08-2024, 21-08-2024, 21-08-2024, 21-08-2024, 21-08-2024, 21-08-2024, 22-08-2024, 22-08-2024, 22-08-2024, 22-08-2024, 22-08-2024, 22-08-2024, 22-08-2024, 22-08-2024, 30-08-2024, 30-08-2024, 02-09-2024, 02-09-2024, 02-09-2024, 02-09-2024, 05-09-2024, 27-09-2024, 27-09-2024, 27-09-2024, 27-09-2024, 27-09-2024, 27-09-2024, 02-10-2024, 11-10-2024, 11-10-2024, 11-10-2024",107
7125,"3705, 2920, 2920, 2920, 2920, 2920, 732, 732, 732, 732, 732, 3495, 3495","10-02-2023, 04-10-2023, 04-10-2023, 04-10-2023, 04-10-2023, 04-10-2023, 10-02-2024, 10-02-2024, 10-02-2024, 10-02-2024, 10-02-2024, 21-09-2024, 21-09-2024",13
7126,"5682, 6942, 732","24-02-2023, 27-09-2023, 02-04-2024",3
7127,"6869, 6915, 6869, 6869, 6869, 6869, 6869, 6108, 6108, 6108, 6108, 2491, 2491, 2491, 741, 732, 732, 732, 732","13-01-2023, 24-01-2023, 26-01-2023, 26-01-2023, 26-01-2023, 26-01-2023, 14-03-2023, 30-03-2023, 30-03-2023, 03-04-2023, 03-04-2023, 04-08-2023, 04-08-2023, 04-08-2023, 16-11-2023, 02-04-2024, 02-04-2024, 02-04-2024, 02-04-2024",19
7128,"6915, 6915, 6915, 1751, 7089, 7089, 7089, 7089, 7179, 7179, 7578, 7578, 7578, 7578, 7578, 7834, 7834, 7834, 7834","25-01-2023, 25-01-2023, 25-01-2023, 27-02-2023, 01-06-2023, 01-06-2023, 01-06-2023, 01-06-2023, 28-11-2023, 28-11-2023, 13-03-2024, 13-03-2024, 13-03-2024, 13-03-2024, 13-03-2024, 10-10-2024, 10-10-2024, 10-10-2024, 10-10-2024",19
7129,"7198, 7175, 5907, 7175, 2899","29-08-2023, 01-09-2023, 26-03-2024, 22-04-2024, 27-06-2024",5
7130,"5907, 2899","19-03-2024, 27-06-2024",2
7131,"1992, 2154, 6126, 5335, 2723","06-02-2023, 01-02-2024, 25-03-2024, 25-03-2024, 17-04-2024",5
7132,"3705, 3705, 3705, 3705, 2920, 2920, 2920, 2920","11-07-2023, 14-07-2023, 14-07-2023, 14-07-2023, 15-01-2024, 15-01-2024, 15-01-2024, 15-01-2024",8
7133,"765, 7026, 2978, 2378, 1117, 2114, 1583","16-01-2023, 15-04-2023, 12-07-2023, 04-09-2023, 02-10-2023, 03-11-2023, 17-02-2024",7
7134,"1751, 6108, 6108, 6108, 2920, 2920, 2920, 2920, 2920, 2920","07-02-2023, 03-04-2023, 03-04-2023, 03-04-2023, 01-07-2023, 01-07-2023, 01-07-2023, 31-07-2023, 31-07-2023, 31-07-2023",10
7135,"4425, 2919, 2919, 2919, 2919, 2919, 2919, 2919, 2919, 2919, 2919, 2920, 2920, 2920, 2920, 2919, 2919, 2919, 1856, 1856, 1856, 1856, 1856, 1856, 1856, 1856, 6023, 6023","26-09-2023, 26-09-2023, 26-09-2023, 26-09-2023, 26-09-2023, 27-09-2023, 27-09-2023, 27-09-2023, 03-10-2023, 03-10-2023, 03-10-2023, 20-12-2023, 20-12-2023, 20-12-2023, 20-12-2023, 15-01-2024, 15-01-2024, 15-01-2024, 26-03-2024, 26-03-2024, 26-03-2024, 26-03-2024, 26-03-2024, 26-03-2024, 26-03-2024, 26-03-2024, 08-05-2024, 08-05-2024",28
7136,"764, 764, 764, 764","03-08-2023, 03-08-2023, 03-08-2023, 03-08-2023",4
7137,"1066, 1563, 900, 977, 733","25-03-2023, 08-05-2023, 09-05-2023, 02-10-2023, 28-11-2023",5
7138,"5986, 733, 7680, 7764, 7764","09-01-2023, 04-01-2024, 26-06-2024, 15-07-2024, 16-07-2024",5
7139,"880, 734, 900, 2183","17-01-2023, 30-01-2023, 09-05-2023, 07-09-2024",4
7140,"2857, 5062, 3862, 3987","28-08-2023, 16-04-2024, 23-04-2024, 09-07-2024",4
7141,"2598, 919, 919, 6821, 7562, 875","07-06-2023, 24-08-2023, 15-01-2024, 31-01-2024, 01-02-2024, 05-03-2024",6
7142,"736, 1159, 736","31-03-2023, 28-06-2023, 10-10-2023",3
7143,"1980, 2117, 737","23-02-2023, 05-06-2023, 31-08-2023",3
7144,"2287, 1605, 3134, 737, 2453, 3696, 3678, 3678","05-06-2023, 26-06-2023, 11-07-2023, 13-11-2023, 17-02-2024, 11-06-2024, 02-09-2024, 16-09-2024",8
7145,"2117, 1309, 1661, 6390, 737, 7008, 1566","26-06-2023, 13-09-2023, 23-09-2023, 06-11-2023, 15-11-2023, 28-06-2024, 24-07-2024",7
7146,"7123, 7123, 7434, 7166","14-07-2023, 26-10-2023, 14-11-2023, 20-02-2024",4
7147,3877,30-06-2023,1
7149,"7725, 738, 7642, 1462","03-06-2024, 22-07-2024, 19-08-2024, 01-10-2024",4
7150,"6613, 2478, 3234, 1583, 2570","26-10-2023, 01-11-2023, 17-11-2023, 10-01-2024, 21-02-2024",5
7151,"740, 5896, 3274, 4911, 937, 1960, 827","24-01-2023, 07-03-2023, 07-03-2023, 10-03-2023, 25-07-2023, 22-08-2023, 27-09-2023",7
7152,"6857, 3970, 3182","03-02-2023, 29-11-2023, 16-02-2024",3
7153,"2107, 2462, 6049, 741, 2734, 1291, 1047, 7504","06-04-2023, 06-04-2023, 15-05-2023, 17-07-2023, 26-09-2023, 17-11-2023, 14-12-2023, 25-03-2024",8
7154,"4845, 3133, 741, 1944","21-06-2023, 19-07-2023, 25-08-2023, 22-12-2023",4
7155,"4845, 1977, 3569, 4149, 741, 5348, 7394","30-01-2023, 07-03-2023, 01-05-2023, 06-07-2023, 22-09-2023, 19-12-2023, 16-03-2024",7
7156,"2919, 852, 1475, 741","20-02-2024, 29-02-2024, 09-04-2024, 22-07-2024",4
7157,"2648, 3961, 2920, 2898, 741","22-09-2023, 25-11-2023, 12-02-2024, 12-06-2024, 22-07-2024",5
7158,"2218, 3862, 4830, 741","26-09-2023, 04-11-2023, 21-12-2023, 31-07-2024",4
7159,"6915, 6915, 6915, 6915, 6915, 6915, 741, 741","23-03-2023, 23-03-2023, 23-03-2023, 23-03-2023, 23-03-2023, 23-03-2023, 31-07-2024, 31-07-2024",8
7160,"3949, 7394, 3473","15-11-2023, 10-05-2024, 03-07-2024",3
7161,"742, 742, 742","30-01-2023, 24-05-2023, 15-09-2023",3
7162,"742, 3562, 1374","10-02-2023, 05-08-2023, 31-08-2023",3
7163,"742, 6192, 6192, 6192, 6192","26-06-2023, 26-02-2024, 26-02-2024, 10-06-2024, 10-06-2024",5
7164,"4864, 1900, 5435, 742, 742, 742","02-02-2023, 08-02-2023, 17-05-2023, 22-08-2023, 22-08-2023, 22-08-2023",6
7165,"1950, 2742, 742, 742, 2742, 1972, 865, 1065","31-01-2023, 06-06-2023, 07-11-2023, 14-11-2023, 11-03-2024, 08-04-2024, 31-07-2024, 23-08-2024",8
7166,"742, 742, 4444, 1972, 1065","07-11-2023, 14-11-2023, 08-03-2024, 11-04-2024, 23-08-2024",5
7167,"1183, 1183, 742, 1183, 1582","14-02-2023, 29-06-2023, 20-11-2023, 25-01-2024, 12-02-2024",5
7168,"3310, 2786, 742, 4335, 2705, 4335","09-06-2023, 18-10-2023, 05-12-2023, 02-01-2024, 18-01-2024, 18-04-2024",6
7169,"1877, 2921, 3015, 1309, 742, 5815, 2750","21-02-2023, 01-03-2023, 06-04-2023, 13-05-2023, 08-12-2023, 04-03-2024, 13-05-2024",7
7170,"5742, 5909, 6174, 6110, 742","27-03-2023, 30-08-2023, 30-08-2023, 12-09-2023, 11-12-2023",5
7171,"3015, 742, 7430, 2349","07-03-2023, 26-03-2024, 28-05-2024, 16-06-2024",4
7172,"4366, 930, 4437, 1617, 930, 3435, 4977, 4977, 2571","03-01-2023, 03-02-2023, 13-02-2023, 01-06-2023, 05-07-2023, 25-10-2023, 19-12-2023, 18-01-2024, 15-02-2024",9
7173,"2209, 2209, 1686, 2209","09-02-2023, 07-07-2023, 21-11-2023, 26-02-2024",4
7174,"1973, 3656, 3655","07-07-2023, 05-10-2023, 13-10-2023",3
7175,"1812, 1812, 1812","10-02-2023, 11-07-2023, 01-02-2024",3
7176,"1555, 988, 1242, 1242, 7462, 744","01-06-2023, 30-06-2023, 18-07-2023, 21-09-2023, 23-11-2023, 13-09-2024",6
7177,"2010, 6623, 6108, 745","07-07-2023, 11-12-2023, 13-12-2023, 09-01-2024",4
7178,"1503, 2907, 2907, 745, 745","30-05-2023, 29-11-2023, 29-11-2023, 23-02-2024, 23-02-2024",5
7179,"5137, 745","14-04-2023, 05-03-2024",2
7180,"3966, 745","09-05-2023, 15-03-2024",2
7181,"770, 746, 770, 770, 6074, 770, 770","03-01-2023, 30-01-2023, 21-04-2023, 22-08-2023, 12-10-2023, 10-11-2023, 01-03-2024",7
7182,746,01-11-2023,1
7183,"747, 3309, 5826, 2512, 2674, 5740","11-01-2023, 02-02-2023, 05-04-2023, 01-05-2023, 11-08-2023, 08-11-2023",6
7184,"1678, 4828, 747, 1804, 6527, 1720","15-04-2023, 02-05-2023, 23-05-2023, 05-07-2023, 21-08-2023, 23-02-2024",6
7185,"1608, 3166, 3166, 3167, 3167, 747","21-04-2023, 27-04-2023, 11-05-2023, 13-06-2023, 07-07-2023, 24-10-2023",6
7186,"3569, 7018, 3995, 747, 4359","27-03-2023, 01-05-2023, 28-08-2023, 03-11-2023, 01-12-2023",5
7187,"1603, 3234, 4199, 1098, 3126","23-01-2023, 17-03-2023, 03-05-2023, 01-09-2023, 26-04-2024",5
7188,"748, 3038, 3038, 2846","22-03-2023, 30-03-2023, 20-07-2023, 11-04-2024",4
7189,"1499, 1992, 748, 1168, 5937, 748","24-02-2023, 01-03-2023, 30-05-2023, 27-09-2023, 09-12-2023, 08-01-2024",6
7190,"770, 770, 7126, 748, 748, 5958","10-02-2023, 02-06-2023, 25-07-2023, 22-08-2023, 16-10-2023, 12-12-2023",6
7191,"1492, 7126, 748, 748, 748","28-03-2023, 25-07-2023, 22-08-2023, 16-10-2023, 11-12-2023",5
7192,"1054, 2218, 748, 748, 1771","14-07-2023, 01-09-2023, 16-10-2023, 11-12-2023, 26-04-2024",5
7193,"1286, 3528, 3202, 748","17-04-2023, 15-06-2023, 20-06-2023, 11-12-2023",4
7194,"748, 2386","15-12-2023, 01-02-2024",2
7195,"4211, 748, 4211","07-03-2023, 15-12-2023, 22-01-2024",3
7196,"4919, 1575, 1575, 748","23-08-2023, 02-12-2023, 06-03-2024, 01-05-2024",4
7197,"3889, 1555, 1563","03-03-2023, 15-03-2024, 02-05-2024",3
7198,"3291, 2333, 2216","23-05-2023, 15-04-2024, 14-06-2024",3
7199,"749, 749, 749","09-02-2023, 30-06-2023, 30-06-2023",3
7200,"1366, 1366, 749, 1366","03-02-2023, 30-06-2023, 26-09-2023, 14-02-2024",4
7201,"835, 750, 835","21-01-2023, 31-01-2023, 06-07-2023",3
7202,"762, 904","25-09-2023, 19-02-2024",2
7203,"751, 751, 751, 751","11-04-2023, 23-08-2023, 13-12-2023, 03-04-2024",4
7204,"751, 751, 751, 751","11-04-2023, 23-08-2023, 13-12-2023, 03-04-2024",4
7205,"751, 960, 5045, 1312, 6548","04-07-2023, 04-08-2023, 15-12-2023, 31-01-2024, 26-08-2024",5
7206,"751, 1706, 1154, 1247, 2885, 2885","28-07-2023, 22-09-2023, 13-11-2023, 30-11-2023, 18-03-2024, 04-04-2024",6
7207,"751, 1706, 1084, 1034","28-07-2023, 11-10-2023, 06-11-2023, 01-02-2024",4
7208,"5317, 751, 7653","05-05-2023, 06-10-2023, 22-02-2024",3
7209,"1330, 5428, 5428, 751, 2014","07-02-2023, 08-02-2023, 06-06-2023, 06-10-2023, 14-05-2024",5
7210,"2037, 2788, 1095, 1170, 4532, 4654","17-05-2023, 29-08-2023, 03-10-2023, 23-11-2023, 29-02-2024, 08-05-2024",6
7211,"6613, 1063","08-03-2024, 19-03-2024",2
7212,"2332, 3126","21-02-2024, 26-04-2024",2
7213,"752, 1158","20-10-2023, 10-04-2024",2
7214,"3878, 3878, 752, 3878","24-04-2023, 26-08-2023, 14-11-2023, 19-12-2023",4
7215,"2150, 1816, 1816, 3969, 1791, 1664, 5140, 4473, 753, 5914, 5147, 2730, 2092, 5981, 3087, 3743, 4318, 4321, 7317, 1540, 3286, 7356, 4314, 6051, 4327, 7576, 6051, 3612, 7576, 3207, 7670, 7022, 2889","13-01-2023, 31-01-2023, 31-01-2023, 02-02-2023, 02-02-2023, 08-02-2023, 16-03-2023, 27-04-2023, 15-06-2023, 16-06-2023, 24-06-2023, 13-07-2023, 06-09-2023, 12-09-2023, 19-09-2023, 19-09-2023, 20-09-2023, 21-09-2023, 21-09-2023, 12-10-2023, 19-10-2023, 07-11-2023, 07-11-2023, 14-11-2023, 05-12-2023, 05-12-2023, 14-12-2023, 18-12-2023, 04-01-2024, 05-01-2024, 26-03-2024, 18-07-2024, 17-09-2024",33
7216,"2267, 753, 3757, 3494","11-03-2023, 06-07-2023, 25-08-2023, 27-03-2024",4
7217,"1816, 3006, 2918, 2894, 2894, 7017, 2894, 3196, 2894, 4988, 6015, 6015, 2300, 6015, 6015, 3297, 7028, 4341, 4341, 6312, 6312","14-02-2023, 13-03-2023, 04-04-2023, 17-05-2023, 26-05-2023, 12-07-2023, 15-07-2023, 21-08-2023, 28-08-2023, 28-11-2023, 04-01-2024, 04-01-2024, 05-01-2024, 29-01-2024, 29-01-2024, 02-02-2024, 26-03-2024, 09-04-2024, 09-04-2024, 31-05-2024, 31-05-2024",21
7218,"3743, 1829, 1829, 1091, 3289, 1940, 1571, 2537, 3907","24-01-2023, 28-02-2023, 04-07-2023, 24-08-2023, 24-08-2023, 08-12-2023, 21-02-2024, 28-02-2024, 27-03-2024",9
7219,"754, 5466, 754, 5466, 5466, 754, 2056","28-09-2023, 20-11-2023, 24-01-2024, 12-03-2024, 20-03-2024, 17-05-2024, 27-06-2024",7
7220,4364,24-02-2023,1
7221,"1689, 755, 7218","03-02-2023, 15-03-2023, 16-12-2023",3
7222,"2730, 1722, 1368, 2352, 5113, 6759, 7356","02-02-2023, 06-04-2023, 03-01-2024, 22-01-2024, 12-03-2024, 17-07-2024, 01-10-2024",7
7223,"4766, 756, 6176, 6085","15-03-2023, 30-05-2023, 06-02-2024, 17-05-2024",4
7224,"6598, 2219, 756, 2219, 2219, 5457, 2219, 2219, 1949, 5457","10-01-2023, 16-03-2023, 30-05-2023, 06-07-2023, 24-08-2023, 16-10-2023, 08-11-2023, 15-03-2024, 06-06-2024, 08-07-2024",10
7225,"756, 1106, 1106, 6372, 790","12-09-2023, 01-11-2023, 01-11-2023, 12-12-2023, 19-02-2024",5
7226,"3265, 3208, 2504, 756, 978","09-05-2023, 27-06-2023, 17-10-2023, 16-11-2023, 02-02-2024",5
7227,"2500, 1335, 756","30-03-2023, 15-01-2024, 03-05-2024",3
7228,756,29-05-2024,1
7229,"5640, 5679, 5851, 5030, 5748, 5030, 6782, 6826, 3711, 3065","31-01-2023, 08-03-2023, 16-03-2023, 28-04-2023, 05-05-2023, 23-08-2023, 07-02-2024, 27-03-2024, 16-04-2024, 17-09-2024",10
7230,"4864, 4864, 6787, 1255, 757, 1255, 3536","24-01-2023, 02-02-2023, 22-02-2023, 06-03-2023, 22-05-2023, 30-06-2023, 01-12-2023",7
7231,"758, 2880, 2650, 5336, 5336, 914","04-05-2023, 17-05-2023, 28-06-2023, 31-01-2024, 19-02-2024, 31-05-2024",6
7232,758,23-06-2023,1
7233,"758, 3035, 3513, 2474, 6686","25-07-2023, 07-11-2023, 15-01-2024, 27-03-2024, 11-04-2024",5
7234,"1546, 1546, 1546, 1163, 1163","26-01-2023, 14-06-2023, 16-10-2023, 16-11-2023, 19-12-2023",5
7235,"4232, 4436","17-03-2023, 15-05-2023",2
7236,"4466, 3038, 4157, 3028, 4959, 3160, 759, 4959, 3038, 4870, 7484, 3038, 3038","13-01-2023, 18-03-2023, 25-04-2023, 10-05-2023, 11-05-2023, 29-06-2023, 06-07-2023, 06-07-2023, 23-09-2023, 27-10-2023, 04-12-2023, 20-01-2024, 24-04-2024",13
7237,"6488, 4641, 759, 2191, 4062","08-05-2023, 17-05-2023, 06-07-2023, 11-08-2023, 03-11-2023",5
7238,"1471, 2596, 1063, 7640, 1488, 759","11-10-2023, 14-11-2023, 22-12-2023, 10-02-2024, 01-03-2024, 22-06-2024",6
7239,"2453, 760, 1266, 3676, 4347","02-05-2023, 10-05-2023, 18-07-2023, 22-05-2024, 05-06-2024",5
7240,"6134, 760","23-03-2023, 17-05-2023",2
7241,"5341, 3038, 3038, 3038, 760, 7353","17-02-2023, 18-03-2023, 20-07-2023, 03-11-2023, 10-11-2023, 28-11-2023",6
7242,"4334, 4334, 760, 779","06-03-2023, 05-04-2023, 10-11-2023, 06-12-2023",4
7243,"6865, 862, 1622, 760, 7640","02-03-2023, 07-06-2023, 18-07-2023, 07-12-2023, 15-02-2024",5
7244,"5030, 5585, 1632, 760","23-08-2023, 07-11-2023, 16-11-2023, 09-07-2024",4
7245,"1622, 2623, 2645, 7127, 2128, 804","01-12-2023, 18-12-2023, 14-02-2024, 26-02-2024, 02-04-2024, 15-04-2024",6
7246,"3274, 992, 881, 2619, 881, 3052","02-02-2023, 19-06-2023, 08-11-2023, 22-01-2024, 23-01-2024, 13-02-2024",6
7247,"2153, 761, 1480, 3315, 7605","30-01-2023, 10-03-2023, 27-05-2023, 26-08-2023, 11-01-2024",5
7248,"5200, 2453, 1679","22-03-2023, 15-04-2024, 21-08-2024",3
7249,"2640, 3812, 5275, 3812, 6952, 4959, 1982, 4015, 6464, 3707, 819, 956, 7054, 836, 1068, 762, 2307, 2640, 3779, 4014, 3065, 3183, 3561","10-02-2023, 28-02-2023, 06-03-2023, 14-03-2023, 29-03-2023, 25-04-2023, 22-05-2023, 01-06-2023, 08-08-2023, 14-08-2023, 11-09-2023, 02-10-2023, 23-10-2023, 26-10-2023, 03-12-2023, 11-12-2023, 15-01-2024, 30-01-2024, 06-02-2024, 01-03-2024, 11-04-2024, 23-04-2024, 13-08-2024",23
7250,"762, 5354, 3962, 3562","06-05-2024, 04-06-2024, 08-07-2024, 26-08-2024",4
7251,"3806, 763, 2825, 4654","29-06-2023, 05-10-2023, 23-02-2024, 21-05-2024",4
7252,"4023, 763","27-01-2023, 05-10-2023",2
7253,"1459, 2119, 6759, 1697, 2119, 763, 6280, 4115, 3141","16-02-2023, 27-02-2023, 23-03-2023, 11-04-2023, 29-06-2023, 09-10-2023, 28-11-2023, 04-12-2023, 11-03-2024",9
7254,"3765, 2979, 3785","21-03-2023, 31-05-2023, 09-01-2024",3
7255,"3424, 3806","23-01-2023, 15-02-2023",2
7256,"764, 764, 5711, 6742, 6745","11-01-2023, 09-03-2023, 16-03-2023, 02-11-2023, 09-11-2023",5
7257,"764, 1070","05-02-2023, 30-03-2023",2
7258,"764, 764, 764, 764, 764","30-06-2023, 30-06-2023, 30-06-2023, 31-07-2023, 31-07-2023",5
7259,"764, 1127, 904, 3448, 3592, 4992","18-10-2023, 28-11-2023, 06-03-2024, 18-03-2024, 03-06-2024, 21-08-2024",6
7260,"2068, 764, 1272, 1272, 1236","13-10-2023, 17-12-2023, 02-04-2024, 29-05-2024, 05-08-2024",5
7261,"5477, 5477, 5464, 764, 3784","04-01-2023, 10-02-2023, 24-05-2023, 29-01-2024, 07-05-2024",5
7262,"2519, 3361, 3361, 3004, 764","23-02-2023, 26-08-2023, 31-08-2023, 01-12-2023, 29-01-2024",5
7263,"1624, 1425, 7089, 7110","05-01-2023, 18-03-2023, 01-06-2023, 08-01-2024",4
7264,"5460, 7447, 7304, 7447, 6038","23-01-2023, 20-10-2023, 15-12-2023, 15-12-2023, 20-12-2023",5
7265,"765, 6595, 2511","09-01-2023, 06-05-2023, 18-08-2023",3
7266,"765, 2873, 2880, 4522, 3265, 1438","09-01-2023, 01-02-2023, 18-03-2023, 17-04-2023, 01-07-2023, 16-10-2023",6
7267,"765, 765, 2358, 2399","09-01-2023, 26-04-2023, 27-11-2023, 15-03-2024",4
7268,"765, 4705","02-02-2023, 26-02-2024",2
7269,"765, 2546, 2029","01-05-2023, 03-01-2024, 15-02-2024",3
7270,"765, 1036, 1095, 4359, 7577","02-05-2023, 11-09-2023, 18-10-2023, 01-12-2023, 09-04-2024",5
7271,"765, 1744, 6822, 765","14-07-2023, 12-09-2023, 09-01-2024, 15-01-2024",4
7272,"7067, 765, 7632","08-05-2023, 24-08-2023, 23-03-2024",3
7273,"2546, 765, 2546, 2029","11-03-2023, 24-08-2023, 03-01-2024, 15-02-2024",4
7274,"2409, 1763, 765, 1535, 1094","27-03-2023, 21-04-2023, 28-08-2023, 24-02-2024, 26-06-2024",5
7275,"765, 1555, 2268, 4423","06-11-2023, 15-03-2024, 20-03-2024, 30-05-2024",4
7276,"765, 4966, 2595","20-11-2023, 14-02-2024, 30-04-2024",3
7277,"3310, 3310, 2077, 3234, 1134, 765","04-01-2024, 31-01-2024, 07-02-2024, 17-02-2024, 18-04-2024, 13-05-2024",6
7278,"1803, 1744","13-02-2024, 28-02-2024",2
7279,"1583, 7422, 1280, 1992","10-01-2024, 02-03-2024, 04-05-2024, 27-05-2024",4
7280,1095,08-03-2024,1
7282,"1334, 766, 2622, 1283","23-01-2023, 24-02-2023, 16-05-2023, 30-05-2023",4
7283,"801, 4132, 4150, 2517, 6135, 2810, 1977, 4999, 766, 5951","03-02-2023, 20-04-2023, 24-05-2023, 20-06-2023, 03-08-2023, 01-11-2023, 13-11-2023, 09-12-2023, 16-02-2024, 10-09-2024",10
7284,"2583, 2583","07-09-2023, 21-02-2024",2
7285,"3853, 2824","27-12-2023, 28-02-2024",2
7286,"767, 5958, 2048, 7630, 4199","21-08-2023, 16-10-2023, 29-11-2023, 29-01-2024, 21-06-2024",5
7287,"951, 2227, 767, 2364, 4843, 2231","22-03-2023, 27-04-2023, 21-08-2023, 20-11-2023, 03-01-2024, 22-04-2024",6
7288,"1028, 5890, 2296, 767, 6541, 6422","08-05-2023, 16-05-2023, 03-08-2023, 20-09-2023, 12-01-2024, 08-02-2024",6
7289,"1239, 1239, 1239, 767, 2461, 1211","04-01-2023, 08-05-2023, 10-10-2023, 05-01-2024, 27-02-2024, 21-03-2024",6
7290,"1176, 7440, 2405, 767, 7159","22-12-2023, 08-01-2024, 21-03-2024, 28-03-2024, 10-07-2024",5
7291,"895, 4185, 1095, 3885, 1189, 3127, 767, 2857","24-11-2023, 04-12-2023, 03-01-2024, 09-02-2024, 02-03-2024, 26-03-2024, 26-04-2024, 26-06-2024",8
7292,"768, 2233, 888, 3590, 3206","08-03-2023, 05-06-2023, 28-11-2023, 11-01-2024, 12-04-2024",5
7293,6966,05-06-2024,1
7294,"1071, 2888, 769, 2107","23-03-2023, 08-06-2023, 07-07-2023, 12-10-2023",4
7295,"1015, 5421, 769, 5978, 2280","17-01-2023, 23-05-2023, 07-07-2023, 15-08-2023, 13-09-2023",5
7296,"1866, 7011, 769, 1866, 2372","04-05-2023, 31-07-2023, 24-08-2023, 30-08-2023, 01-07-2024",5
7297,"4845, 4845, 4845, 4845, 6049, 1497, 1497, 769","01-06-2023, 01-06-2023, 25-09-2023, 25-09-2023, 17-01-2024, 31-01-2024, 31-01-2024, 12-03-2024",8
7298,"2218, 1159, 769","09-10-2023, 10-01-2024, 08-04-2024",3
7299,"2357, 2376, 2357, 3693, 3140, 2357, 769, 1607","28-01-2023, 24-06-2023, 29-06-2023, 30-08-2023, 01-02-2024, 22-02-2024, 23-04-2024, 03-07-2024",8
7300,"769, 7414","23-04-2024, 31-05-2024",2
7301,"4845, 1040, 7182, 2541, 2510, 7779","28-11-2023, 29-12-2023, 30-12-2023, 11-01-2024, 21-03-2024, 23-08-2024",6
7302,"2177, 6290, 1351","11-04-2023, 21-11-2023, 29-11-2023",3
7303,"770, 4825, 1971, 2580, 3307","03-01-2023, 28-04-2023, 30-05-2023, 17-06-2023, 25-08-2023",5
7304,"770, 770, 1992, 3013, 2817","03-01-2023, 21-04-2023, 28-08-2023, 19-02-2024, 11-06-2024",5
7305,"770, 1012, 5442","24-01-2023, 13-03-2023, 22-05-2023",3
7306,"770, 770, 2260, 770, 2645, 3325, 770, 770","06-03-2023, 13-06-2023, 30-08-2023, 19-09-2023, 22-11-2023, 30-11-2023, 03-02-2024, 28-05-2024",8
7307,"770, 770, 770, 770, 770","06-03-2023, 13-06-2023, 19-09-2023, 18-12-2023, 08-04-2024",5
7308,"770, 770, 770, 770, 770","06-03-2023, 13-06-2023, 19-09-2023, 18-12-2023, 08-04-2024",5
7309,"770, 770, 6553, 6351","21-04-2023, 22-08-2023, 26-02-2024, 22-04-2024",4
7310,"2101, 4222, 2623, 3307, 770, 1274, 3891, 1526, 1701, 2061, 1943, 987, 4995","16-03-2023, 21-03-2023, 21-03-2023, 31-03-2023, 22-04-2023, 25-04-2023, 08-05-2023, 06-06-2023, 28-06-2023, 14-07-2023, 06-09-2023, 25-09-2023, 29-01-2024",13
7311,"6591, 770, 770, 770, 770","25-04-2023, 02-05-2023, 22-08-2023, 15-12-2023, 08-04-2024",5
7312,"770, 770, 770, 770","02-05-2023, 22-08-2023, 15-12-2023, 08-04-2024",4
7313,"6848, 770, 7424","02-06-2023, 05-06-2023, 11-10-2023",3
7314,"3015, 770, 1548, 802","29-06-2023, 30-06-2023, 07-07-2023, 11-01-2024",4
7315,"4865, 2190, 1583, 770, 770, 2161, 4948, 7703","05-01-2023, 17-03-2023, 02-06-2023, 06-07-2023, 17-10-2023, 11-12-2023, 05-06-2024, 25-09-2024",8
